"Description","Value","Replicate.Name","Metabolite.name","Area.Value","Area.with.QC","MZ.Value","SN.Value","RT.Value","RT.Expected","Run.Type","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","all.Flags"
"Hello! Welcome to the world of MSDIAL QE Quality Control! ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minimum area for a real peak: ",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT flexibility: ",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blank can be this fraction of a sample: ",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S/N ratio: ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Processed on: ",1574726019.04233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D1000_0.2","FA 10:0",1860550,1860550,171.138,11.04139,3.144,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D1000_0.3","FA 10:0",1373948,1373948,171.138,8.127546,3.121,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_A_0.2","FA 10:0",3777585,3777585,171.138,36.48249,2.84,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_A_0.3","FA 10:0",1800698,1800698,171.138,28.05336,3.136,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_B_0.2","FA 10:0",1584436,1584436,171.138,6.137269,3.124,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_B_0.3","FA 10:0",2028189,2028189,171.138,13.11513,3.132,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_C_0.2","FA 10:0",2562972,2562972,171.139,10.6836,2.846,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_C_0.3","FA 10:0",1656849,1656849,171.138,9.729581,3.134,3.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.IS.InSolvent_1","FA 10:0",983635,983635,171.138,3.034737,3.13,3.1,"std","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Std_FA.StdsInMatrix_1","FA 10:0",3926462,3926462,171.138,14.03263,2.844,3.1,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.StdsInMatrix_2","FA 10:0",3142609,3142609,171.138,23.8476,2.85,3.1,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.StdsInSolvent_1","FA 10:0",2100210,2100210,171.138,3.38544,3.109,3.1,"std","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Std_FA.StdsInSolvent_2","FA 10:0",1118770,1118770,171.138,5.996799,3.146,3.1,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_SolventInMatrix_1","FA 10:0",4371034,4371034,171.138,9.383251,2.854,3.1,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_SolventInMatrix_2","FA 10:0",3103674,3103674,171.138,21.98701,2.842,3.1,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_Blk_20","FA 11:0",186901,186901,185.154,1.209495,3.888,3.9,"blk","SN.Flag",NA,NA,"Blank.Flag","SN.Flag, Blank.Flag"
NA,NA,"190912_Blk_HBlk1_A.0.2","FA 11:0",611800,611800,185.154,15.05064,3.377,3.9,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_A.0.3","FA 11:0",684020,684020,185.154,19.92402,3.905,3.9,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_B.0.2","FA 11:0",691293,691293,185.154,23.04196,3.903,3.9,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_B.0.3","FA 11:0",789750,789750,185.154,23.73609,3.901,3.9,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_C.0.2","FA 11:0",749852,749852,185.154,22.19385,3.902,3.9,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_C.0.3","FA 11:0",871673,871673,185.154,28.51322,3.908,3.9,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full1","FA 11:0",1202280,1202280,185.154,19.71777,3.891,3.9,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full2","FA 11:0",876544,876544,185.154,25.73696,3.877,3.9,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full3","FA 11:0",796560,796560,185.154,20.4376,3.895,3.9,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full4","FA 11:0",823935,823935,185.154,19.68458,3.908,3.9,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half1","FA 11:0",1068537,1068537,185.154,19.01864,3.892,3.9,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half2","FA 11:0",741506,741506,185.154,28.338,3.878,3.9,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half3","FA 11:0",738241,738241,185.154,32.56219,3.906,3.9,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half4","FA 11:0",757460,757460,185.154,29.29551,3.908,3.9,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D5_0.2","FA 11:0",630735,630735,185.154,22.49086,3.894,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D5_0.3","FA 11:0",1187724,1187724,185.154,46.30369,3.901,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D25_0.2","FA 11:0",811471,811471,185.154,34.416,3.904,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D25_0.3","FA 11:0",511335,511335,185.154,17.57795,3.892,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D100_0.2","FA 11:0",834781,834781,185.154,23.05426,3.89,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D100_0.3","FA 11:0",714085,714085,185.154,17.57777,3.882,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D150_0.2","FA 11:0",436168,436168,185.154,10.42817,3.379,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D150_0.3","FA 11:0",749763,749763,185.154,26.89236,3.362,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D200_0.2","FA 11:0",465687,465687,185.154,11.7597,3.887,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D200_0.3","FA 11:0",803716,803716,185.154,19.92912,3.355,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D400_0.2","FA 11:0",401758,401758,185.154,11.68422,3.909,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D400_0.3","FA 11:0",693928,693928,185.154,25.69795,3.896,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D600_0.2","FA 11:0",555630,555630,185.154,13.98723,3.905,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D600_0.3","FA 11:0",401698,401698,185.154,10.10005,3.919,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D800_0.2","FA 11:0",499310,499310,185.154,15.82635,3.888,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D800_0.3","FA 11:0",605779,605779,185.154,17.53521,3.907,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D1000_0.2","FA 11:0",584628,584628,185.154,12.2236,3.899,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D1000_0.3","FA 11:0",607402,607402,185.154,17.46689,3.318,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_A.0.2","FA 11:0",656346,656346,185.154,20.858,3.887,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_A.0.3","FA 11:0",887103,887103,185.154,35.79202,3.908,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_B.0.2","FA 11:0",517018,517018,185.154,19.11692,3.899,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_B.0.3","FA 11:0",902776,902776,185.154,42.53507,3.907,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_C.0.2","FA 11:0",789711,789711,185.154,21.56742,3.886,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_C.0.3","FA 11:0",607971,607971,185.154,21.61366,3.906,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D45_0.2","FA 11:0",441189,441189,185.154,11.0902,3.366,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D45_0.3","FA 11:0",549094,549094,185.154,21.49226,3.91,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D60_0.2","FA 11:0",540102,540102,185.154,13.37071,3.893,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D60_0.3","FA 11:0",354560,354560,185.154,9.613319,3.922,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D75_0.2","FA 11:0",570198,570198,185.154,12.63747,3.892,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D75_0.3","FA 11:0",599311,599311,185.154,21.28923,3.897,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D100_0.2","FA 11:0",585272,585272,185.154,14.9548,3.446,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D100_0.3","FA 11:0",724166,724166,185.154,18.26221,3.911,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D125_0.2","FA 11:0",540227,540227,185.154,12.98362,3.895,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D125_0.3","FA 11:0",610332,610332,185.154,18.59682,3.88,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D150_0.2","FA 11:0",416719,416719,185.154,10.0905,3.881,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D150_0.3","FA 11:0",718548,718548,185.154,18.75353,3.872,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D200_0.2","FA 11:0",606596,606596,185.154,14.95098,3.399,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D200_0.3","FA 11:0",480630,480630,185.154,12.20529,3.358,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D400_0.2","FA 11:0",525194,525194,185.154,15.33606,3.385,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D400_0.3","FA 11:0",402100,402100,185.154,0.2937299,3.605,3.9,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D400_0.3_re.run","FA 11:0",639039,639039,185.154,18.74761,3.376,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D750_0.2","FA 11:0",659322,659322,185.154,16.93354,3.37,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D750_0.3","FA 11:0",455426,455426,185.154,11.8736,3.887,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D1000_0.2","FA 11:0",539948,539948,185.154,14.7072,3.896,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D1000_0.3","FA 11:0",497556,497556,185.154,11.47415,3.875,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_A.0.2","FA 11:0",493336,493336,185.154,17.77034,3.904,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_A.0.3","FA 11:0",396768,396768,185.154,13.9174,3.897,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_B.0.2","FA 11:0",809144,809144,185.154,17.35993,3.901,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_B.0.3","FA 11:0",510807,510807,185.154,15.96219,3.906,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_C.0.2","FA 11:0",549766,549766,185.154,12.06284,3.878,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_C.0.3","FA 11:0",606473,606473,185.154,20.00249,3.883,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_A.0.2","FA 11:0",745764,745764,185.154,25.21408,3.892,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_A.0.3","FA 11:0",1108901,1108901,185.154,33.75084,3.881,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_B.0.2","FA 11:0",620658,620658,185.154,19.30554,3.898,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_B.0.3","FA 11:0",514588,514588,185.154,14.81938,3.906,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_C.0.2","FA 11:0",1256838,1256838,185.154,34.14337,3.889,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_C.0.3","FA 11:0",621247,621247,185.154,16.25925,3.887,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_A.0.2","FA 11:0",642416,642416,185.154,18.83155,3.315,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_A.0.3","FA 11:0",578912,578912,185.154,18.83891,3.891,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_B.0.2","FA 11:0",733713,733713,185.154,18.02706,3.888,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_B.0.3","FA 11:0",498097,498097,185.154,17.53526,3.901,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_C.0.2","FA 11:0",788782,788782,185.154,18.04984,3.876,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_C.0.3","FA 11:0",634438,634438,185.154,16.40801,3.365,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_A.0.2","FA 11:0",572174,572174,185.154,13.65314,3.88,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_A.0.3","FA 11:0",639480,639480,185.154,17.33887,3.872,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_B.0.2","FA 11:0",742137,742137,185.154,21.35811,3.897,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_B.0.3","FA 11:0",475888,475888,185.154,11.86654,3.91,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_C.0.2","FA 11:0",1017881,1017881,185.154,27.89154,3.291,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_C.0.3","FA 11:0",698550,698550,185.154,18.76443,3.895,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_A.0.2","FA 11:0",497792,497792,185.154,14.60319,3.909,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_A.0.3","FA 11:0",583612,583612,185.154,13.4774,3.906,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_B.0.2","FA 11:0",974811,974811,185.154,21.38811,3.891,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_B.0.3","FA 11:0",725319,725319,185.154,18.55295,3.876,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_C.0.2","FA 11:0",475237,475237,185.154,11.95057,3.917,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_C.0.3","FA 11:0",431230,431230,185.154,12.12316,3.921,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_A.0.2","FA 11:0",578559,578559,185.154,12.86487,3.889,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_A.0.3","FA 11:0",876986,876986,185.154,34.13432,3.896,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_B.0.2","FA 11:0",598333,598333,185.154,19.15051,3.894,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_B.0.3","FA 11:0",424440,424440,185.154,16.17849,3.895,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_C.0.2","FA 11:0",479185,479185,185.154,11.78422,3.354,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_C.0.3","FA 11:0",538872,538872,185.154,14.5229,3.886,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_A.0.2","FA 11:0",720812,720812,185.154,25.64375,3.903,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_A.0.3","FA 11:0",796196,796196,185.154,28.51948,3.887,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_B.0.2","FA 11:0",635715,635715,185.154,15.97873,3.881,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_B.0.3","FA 11:0",783667,783667,185.154,31.23911,3.899,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_C.0.2","FA 11:0",562073,562073,185.154,13.64338,3.372,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_C.0.3","FA 11:0",631110,631110,185.154,23.28959,3.896,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_A.0.2","FA 11:0",772058,772058,185.154,26.47942,3.899,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_A.0.3","FA 11:0",615344,615344,185.154,15.105,3.898,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_B.0.2","FA 11:0",768481,768481,185.154,18.90891,3.886,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_B.0.3","FA 11:0",336614,336614,185.154,9.299441,3.382,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_B.0.3_re.run","FA 11:0",328591,328591,185.154,9.852054,3.354,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_C.0.2","FA 11:0",728096,728096,185.154,25.64898,3.897,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_C.0.3","FA 11:0",655996,655996,185.154,19.08788,3.874,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_A.0.2","FA 11:0",820269,820269,185.154,26.72534,3.915,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_A.0.3","FA 11:0",669865,669865,185.154,22.90483,3.893,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_B.0.2","FA 11:0",618257,618257,185.154,16.32246,3.902,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_B.0.3","FA 11:0",864088,864088,185.154,26.03606,3.891,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_C.0.2","FA 11:0",687243,687243,185.154,22.99528,3.315,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_C.0.3","FA 11:0",693322,693322,185.154,26.34485,3.889,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_A.0.2","FA 11:0",457648,457648,185.154,11.62812,3.382,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_A.0.3","FA 11:0",841582,841582,185.154,23.12677,3.346,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_B.0.2","FA 11:0",495158,495158,185.154,11.03476,3.91,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_B.0.3","FA 11:0",688492,688492,185.154,17.51636,3.371,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_C.0.2","FA 11:0",467739,467739,185.154,12.07737,3.381,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_C.0.3","FA 11:0",862689,862689,185.154,27.05662,3.38,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_A.0.2","FA 11:0",539411,539411,185.154,15.69968,3.375,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_A.0.3","FA 11:0",735943,735943,185.154,14.55984,3.596,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_B.0.2","FA 11:0",688127,688127,185.154,19.44796,3.341,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_B.0.3","FA 11:0",644108,644108,185.154,16.23071,3.884,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_C.0.2","FA 11:0",798276,798276,185.154,21.68566,3.391,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_C.0.3","FA 11:0",396457,396457,185.154,9.154042,3.337,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_A.0.2","FA 11:0",584183,584183,185.154,17.82008,3.358,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_A.0.3","FA 11:0",569166,569166,185.154,15.76229,3.384,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_B.0.2","FA 11:0",474821,474821,185.154,13.08797,3.373,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_B.0.3","FA 11:0",373202,373202,185.154,9.200322,3.344,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_C.0.2","FA 11:0",908814,908814,185.154,27.59093,3.367,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_C.0.3","FA 11:0",407941,407941,185.154,10.75924,3.394,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_A.0.2","FA 11:0",933172,933172,185.154,28.1556,3.883,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_A.0.3","FA 11:0",922896,922896,185.154,20.50686,3.894,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_B.0.2","FA 11:0",889822,889822,185.154,27.92512,3.896,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_B.0.3","FA 11:0",818692,818692,185.154,30.21329,3.898,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_C.0.2","FA 11:0",646602,646602,185.154,20.71245,3.907,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_C.0.3","FA 11:0",631642,631642,185.154,21.85242,3.882,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_A.0.2","FA 11:0",759389,759389,185.154,29.29777,3.893,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_A.0.3","FA 11:0",784534,784534,185.154,28.6198,3.887,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_B.0.2","FA 11:0",896621,896621,185.154,34.47842,3.895,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_B.0.3","FA 11:0",884153,884153,185.154,33.27718,3.9,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_C.0.2","FA 11:0",522811,522811,185.154,17.13401,3.897,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_C.0.3","FA 11:0",598061,598061,185.154,21.68274,3.89,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_A.0.2","FA 11:0",684723,684723,185.154,14.24827,3.894,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_A.0.3","FA 11:0",758542,758542,185.154,22.55535,3.904,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_B.0.2","FA 11:0",215513,215513,185.154,4.306137,3.49,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_B.0.2_re.run","FA 11:0",240380,240380,185.154,5.637286,3.38,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_B.0.3","FA 11:0",658305,658305,185.154,16.30628,3.905,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_C.0.2","FA 11:0",753405,753405,185.154,19.57219,3.891,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_C.0.3","FA 11:0",682658,682658,185.154,20.34845,3.883,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_A.0.2","FA 11:0",325832,325832,185.154,8.176117,3.368,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_A.0.3","FA 11:0",570286,570286,185.154,16.43971,3.902,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_B.0.2","FA 11:0",594719,594719,185.154,18.95637,3.894,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_B.0.3","FA 11:0",517230,517230,185.154,12.946,3.918,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_C.0.2","FA 11:0",627505,627505,185.154,16.42938,3.897,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_C.0.3","FA 11:0",632325,632325,185.154,17.80511,3.893,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D5_0.2","FA 11:0",668348,668348,185.154,26.24173,3.898,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D5_0.3","FA 11:0",630194,630194,185.154,19.28086,3.903,3.9,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D75_0.2","FA 11:0",519852,519852,185.154,13.8272,3.915,3.9,"smp",NA,NA,NA,NA,NA
