"Description","Value","Replicate.Name","Metabolite.name","Area.Value","Area.with.QC","MZ.Value","SN.Value","RT.Value","RT.Expected","Run.Type","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","all.Flags"
"Hello! Welcome to the world of MSDIAL QE Quality Control! ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minimum area for a real peak: ",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT flexibility: ",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blank can be this fraction of a sample: ",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S/N ratio: ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Processed on: ",1574726019.04233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D15_C.0.3","FA 21:0",572761,572761,325.312,59.79482,13.814,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D45_0.2","FA 21:0",268585,268585,325.312,19.61827,13.827,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D45_0.3","FA 21:0",621600,621600,325.312,56.59407,13.809,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D60_0.2","FA 21:0",342842,342842,325.312,24.41105,13.738,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D60_0.3","FA 21:0",523654,523654,325.312,46.63377,13.814,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D75_0.2","FA 21:0",300145,300145,325.312,29.98108,13.741,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D75_0.3","FA 21:0",469090,469090,325.312,74.74207,13.714,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D100_0.2","FA 21:0",421749,421749,325.312,54.76635,13.721,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D100_0.3","FA 21:0",459775,459775,325.312,73.76646,13.727,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D125_0.2","FA 21:0",461493,461493,325.312,42.68,13.833,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D125_0.3","FA 21:0",499252,499252,325.312,107.8135,13.711,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D150_0.2","FA 21:0",216623,216623,325.312,21.17399,13.728,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D150_0.3","FA 21:0",725637,725637,325.312,102.472,13.71,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D200_0.2","FA 21:0",298027,298027,325.312,20.98713,13.838,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D200_0.3","FA 21:0",335305,335305,325.312,37.22504,13.818,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D400_0.2","FA 21:0",298874,298874,325.312,26.67027,13.754,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D400_0.3","FA 21:0",14930,14930,325.312,3.02125,13.713,13.8,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS3D400_0.3_re.run","FA 21:0",311614,311614,325.312,47.79246,13.735,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D750_0.2","FA 21:0",275707,275707,325.312,27.38368,13.829,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D750_0.3","FA 21:0",339286,339286,325.312,64.48038,13.717,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D1000_0.2","FA 21:0",227259,227259,325.312,22.13392,13.746,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS3D1000_0.3","FA 21:0",281374,281374,325.312,44.30181,13.697,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_A.0.2","FA 21:0",161703,161703,325.312,25.18422,13.738,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_A.0.3","FA 21:0",364951,364951,325.312,71.73508,13.736,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_B.0.2","FA 21:0",104686,104686,325.312,12.25137,13.709,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_B.0.3","FA 21:0",475299,475299,325.311,51.71234,13.814,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_C.0.2","FA 21:0",101204,101204,325.312,17.02211,13.707,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C25D15_C.0.3","FA 21:0",490960,490960,325.312,39.8522,13.696,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_A.0.2","FA 21:0",149589,149589,325.312,22.20593,13.719,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_A.0.3","FA 21:0",250938,250938,325.312,36.29769,13.725,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_B.0.2","FA 21:0",113831,113831,325.312,19.60425,13.74,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_B.0.3","FA 21:0",494323,494323,325.312,52.75433,13.818,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_C.0.2","FA 21:0",134507,134507,325.312,15.78433,13.749,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D40_C.0.3","FA 21:0",561887,561887,325.311,68.83434,13.806,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_A.0.2","FA 21:0",220174,220174,325.312,17.75313,13.811,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_A.0.3","FA 21:0",315141,315141,325.312,32.73767,13.801,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_B.0.2","FA 21:0",187472,187472,325.312,35.12019,13.706,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_B.0.3","FA 21:0",290736,290736,325.312,47.76915,13.751,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_C.0.2","FA 21:0",227759,227759,325.312,30.81988,13.715,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D70_C.0.3","FA 21:0",326829,326829,325.312,33.19141,13.835,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_A.0.2","FA 21:0",481959,481959,325.312,59.87495,13.698,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_A.0.3","FA 21:0",363794,363794,325.311,62.03752,13.728,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_B.0.2","FA 21:0",263745,263745,325.312,27.50348,13.823,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_B.0.3","FA 21:0",297626,297626,325.312,53.61214,13.735,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_C.0.2","FA 21:0",414024,414024,325.312,53.4437,13.701,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D125_C.0.3","FA 21:0",340872,340872,325.312,63.83803,13.724,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_A.0.2","FA 21:0",205296,205296,325.312,17.6324,13.829,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_A.0.3","FA 21:0",366258,366258,325.312,37.61716,13.818,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_B.0.2","FA 21:0",225124,225124,325.312,27.19201,13.705,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_B.0.3","FA 21:0",481468,481468,325.312,61.6418,13.715,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_C.0.2","FA 21:0",229370,229370,325.312,20.94263,13.83,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D300_C.0.3","FA 21:0",536058,536058,325.312,55.62042,13.801,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_A.0.2","FA 21:0",694779,694779,325.312,83.95238,13.712,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_A.0.3","FA 21:0",353807,353807,325.312,32.86374,13.815,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_B.0.2","FA 21:0",203838,203838,325.312,35.4857,13.746,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_B.0.3","FA 21:0",333318,333318,325.311,60.43656,13.735,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_C.0.2","FA 21:0",135882,135882,325.312,23.84502,13.723,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS4C27D500_C.0.3","FA 21:0",271273,271273,325.312,26.5616,13.803,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_A.0.2","FA 21:0",173735,173735,325.312,33.49589,13.747,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_A.0.3","FA 21:0",365814,365814,325.312,73.39331,13.752,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_B.0.2","FA 21:0",129771,129771,325.312,15.86044,13.719,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_B.0.3","FA 21:0",457847,457847,325.312,70.01433,13.738,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_C.0.2","FA 21:0",121843,121843,325.312,14.37152,13.746,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D80_C.0.3","FA 21:0",398786,398786,325.311,75.97327,13.754,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_A.0.2","FA 21:0",208242,208242,325.312,18.88395,13.805,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_A.0.3","FA 21:0",235901,235901,325.312,30.88695,13.739,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_B.0.2","FA 21:0",160586,160586,325.312,18.95385,13.747,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_B.0.3","FA 21:0",30284,30284,325.312,3.525654,13.594,13.8,"smp","SN.Flag",NA,NA,NA,"SN.Flag, "
NA,NA,"190912_Smp_HS5C3D125_B.0.3_re.run","FA 21:0",76005,76005,325.312,5.817946,13.642,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_C.0.2","FA 21:0",149694,149694,325.312,15.45363,13.735,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D125_C.0.3","FA 21:0",167700,167700,325.312,20.22218,13.737,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_A.0.2","FA 21:0",297349,297349,325.312,26.04509,13.818,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_A.0.3","FA 21:0",415017,415017,325.312,75.74261,13.737,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_B.0.2","FA 21:0",219034,219034,325.311,30.21944,13.754,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_B.0.3","FA 21:0",304628,304628,325.312,58.14199,13.74,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_C.0.2","FA 21:0",190418,190418,325.312,22.95718,13.687,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D200_C.0.3","FA 21:0",316012,316012,325.311,41.18805,13.723,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_A.0.2","FA 21:0",254474,254474,325.312,41.00563,13.748,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_A.0.3","FA 21:0",285448,285448,325.312,47.07532,13.739,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_B.0.2","FA 21:0",169361,169361,325.312,18.74613,13.827,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_B.0.3","FA 21:0",340221,340221,325.312,46.07379,13.726,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_C.0.2","FA 21:0",187698,187698,325.312,14.84492,13.8,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D400_C.0.3","FA 21:0",571180,571180,325.312,110.7875,13.741,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_A.0.2","FA 21:0",204606,204606,325.311,34.8574,13.764,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_A.0.3","FA 21:0",272560,272560,325.312,39.20366,13.701,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_B.0.2","FA 21:0",179158,179158,325.312,37.70881,13.736,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_B.0.3","FA 21:0",433011,433011,325.312,46.41544,13.7,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_C.0.2","FA 21:0",123662,123662,325.312,17.3323,13.72,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS5C3D1000_C.0.3","FA 21:0",346010,346010,325.312,53.94817,13.739,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_A.0.2","FA 21:0",155719,155719,325.312,25.1634,13.749,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_A.0.3","FA 21:0",334036,334036,325.312,68.82375,13.743,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_B.0.2","FA 21:0",126736,126736,325.312,22.40084,13.73,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_B.0.3","FA 21:0",346669,346669,325.312,66.32564,13.733,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_C.0.2","FA 21:0",183337,183337,325.312,20.83588,13.711,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D75_C.0.3","FA 21:0",371603,371603,325.311,33.52696,13.814,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_A.0.2","FA 21:0",199139,199139,325.312,30.0804,13.719,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_A.0.3","FA 21:0",275834,275834,325.312,42.00809,13.702,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_B.0.2","FA 21:0",132848,132848,325.312,13.4454,13.722,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_B.0.3","FA 21:0",235589,235589,325.312,28.82324,13.744,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_C.0.2","FA 21:0",176788,176788,325.312,15.06658,13.834,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D115_C.0.3","FA 21:0",235769,235769,325.312,41.17463,13.721,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_A.0.2","FA 21:0",193474,193474,325.312,21.82467,13.732,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_A.0.3","FA 21:0",450199,450199,325.312,92.11518,13.721,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_B.0.2","FA 21:0",140800,140800,325.312,22.54437,13.753,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_B.0.3","FA 21:0",543379,543379,325.312,115.7623,13.722,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_C.0.2","FA 21:0",158425,158425,325.311,15.67973,13.828,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D200_C.0.3","FA 21:0",703848,703848,325.312,113.4437,13.711,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_A.0.2","FA 21:0",281603,281603,325.312,39.75854,13.719,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_A.0.3","FA 21:0",438887,438887,325.312,50.44949,13.808,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_B.0.2","FA 21:0",58230,58230,325.312,4.23013,13.583,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_B.0.2_re.run","FA 21:0",92662,92662,325.312,6.819809,13.589,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_B.0.3","FA 21:0",378592,378592,325.312,35.03084,13.803,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_C.0.2","FA 21:0",682805,682805,325.312,83.95869,13.727,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D400_C.0.3","FA 21:0",402574,402574,325.312,41.73415,13.717,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_A.0.2","FA 21:0",78591,78591,325.312,5.022477,13.634,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_A.0.3","FA 21:0",243220,243220,325.312,46.50623,13.752,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_B.0.2","FA 21:0",534039,534039,325.312,73.35111,13.735,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_B.0.3","FA 21:0",361367,361367,325.312,41.91973,13.822,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_C.0.2","FA 21:0",264456,264456,325.312,42.2871,13.725,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS6C3D1000_C.0.3","FA 21:0",449986,449986,325.312,60.16977,13.736,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D5_0.2","FA 21:0",164318,164318,325.311,27.93328,13.745,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D5_0.3","FA 21:0",583066,583066,325.312,55.30126,13.804,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D75_0.2","FA 21:0",190290,190290,325.312,16.21888,13.822,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D75_0.3","FA 21:0",396882,396882,325.312,42.97588,13.721,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D125_0.2","FA 21:0",162069,162069,325.312,19.65517,13.713,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D125_0.3","FA 21:0",39178,39178,325.312,5.058369,13.878,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D125_0.3_re.run","FA 21:0",44099,44099,325.312,4.817692,13.884,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D200_0.2","FA 21:0",159046,159046,325.312,20.50009,13.717,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D200_0.3","FA 21:0",305240,305240,325.312,60.08366,13.74,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D300_0.2","FA 21:0",232275,232275,325.311,28.3063,13.834,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D300_0.3","FA 21:0",280071,280071,325.311,51.83395,13.753,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D500_0.2","FA 21:0",134916,134916,325.312,13.25389,13.724,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D500_0.3","FA 21:0",237416,237416,325.312,39.45396,13.752,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D1000_0.2","FA 21:0",184382,184382,325.312,13.47012,13.819,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS8C3D1000_0.3","FA 21:0",255298,255298,325.312,46.21737,13.709,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_A_0.2","FA 21:0",146028,146028,325.312,22.50827,13.742,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_A_0.3","FA 21:0",2901781,2901781,325.312,408.4656,13.74,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_B_0.2","FA 21:0",137831,137831,325.312,12.30009,13.714,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_B_0.3","FA 21:0",3177449,3177449,325.312,283.0496,13.709,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_C_0.2","FA 21:0",116950,116950,325.312,13.39351,13.705,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HU12_C_0.3","FA 21:0",3713292,3713292,325.312,271.4677,13.818,13.8,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.IS.InSolvent_1","FA 21:0",157321,157321,325.312,13.28747,13.473,13.8,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.StdsInMatrix_1","FA 21:0",534518,534518,325.312,57.48566,13.681,13.8,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.StdsInMatrix_2","FA 21:0",537337,537337,325.312,50.67116,13.821,13.8,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.StdsInSolvent_1","FA 21:0",98791,98791,325.312,17.9313,13.705,13.8,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_FA.StdsInSolvent_2","FA 21:0",183036,183036,325.311,20.98129,13.825,13.8,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_SolventInMatrix_1","FA 21:0",484489,484489,325.311,52.00059,13.685,13.8,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Std_SolventInMatrix_2","FA 21:0",516524,516524,325.312,53.84206,13.804,13.8,"std",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_Blk_20","FA 22:0",272639,272639,339.327,19.1506,15.021,15.1,"blk",NA,NA,NA,"Blank.Flag","Blank.Flag"
NA,NA,"190912_Blk_HBlk1_A.0.2","FA 22:0",124202,124202,339.327,11.46839,14.788,15.1,"blk",NA,NA,NA,"Blank.Flag","Blank.Flag"
NA,NA,"190912_Blk_HBlk1_A.0.3","FA 22:0",1758878,1758878,339.327,111.4974,15.087,15.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_B.0.2","FA 22:0",1054024,1054024,339.327,88.73572,15.026,15.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_B.0.3","FA 22:0",1320573,1320573,339.327,102.5293,15.025,15.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_C.0.2","FA 22:0",1897551,1897551,339.327,163.6549,15.024,15.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Blk_HBlk1_C.0.3","FA 22:0",1746525,1746525,339.327,110.407,15.1,15.1,"blk",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full1","FA 22:0",3729342,3729342,339.327,252.315,14.977,15.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full2","FA 22:0",3036092,3036092,339.327,219.9333,14.989,15.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full3","FA 22:0",2390306,2390306,339.327,165.42,15.079,15.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Full4","FA 22:0",1990750,1990750,339.327,122.6447,15.087,15.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half1","FA 22:0",2241705,2241705,339.327,161.3952,14.976,15.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half2","FA 22:0",2166946,2166946,339.327,212.2614,14.995,15.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half3","FA 22:0",2300801,2300801,339.327,202.2598,15.085,15.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Poo_TruePooFA.DepthProfiles_Half4","FA 22:0",2332160,2332160,339.327,180.744,15.098,15.1,"poo",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D5_0.2","FA 22:0",994759,994759,339.327,82.34637,15.005,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D5_0.3","FA 22:0",5999241,5999241,339.327,462.944,15.026,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D25_0.2","FA 22:0",1498028,1498028,339.327,97.08338,15.085,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D25_0.3","FA 22:0",5417157,5417157,339.327,454.2474,15.001,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D100_0.2","FA 22:0",1379366,1379366,339.327,101.4689,15.004,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D100_0.3","FA 22:0",3788406,3788406,339.327,357.2229,14.991,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D150_0.2","FA 22:0",1190868,1190868,339.327,77.72108,15.097,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D150_0.3","FA 22:0",2147402,2147402,339.327,174.2954,15.016,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D200_0.2","FA 22:0",966979,966979,339.327,72.12663,15.005,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D200_0.3","FA 22:0",2203684,2203684,339.327,190.7634,14.986,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D400_0.2","FA 22:0",1597748,1597748,339.327,93.53039,15.104,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D400_0.3","FA 22:0",1491176,1491176,339.327,146.5374,15.013,15.1,"smp",NA,NA,NA,NA,NA
NA,NA,"190912_Smp_HS2C1D600_0.2","FA 22:0",2771931,2771931,339.327,167.3108,15.093,15.1,"smp",NA,NA,NA,NA,NA
